Cluster0,Cluster1
0.00326797385621,0.996732026144,
0.274193548387,0.725806451613,
0.204142011834,0.795857988166,
0.943243243243,0.0567567567568,
0.997607655502,0.00239234449761,
0.983870967742,0.0161290322581,
0.971698113208,0.0283018867925,
0.987562189055,0.0124378109453,
0.997076023392,0.00292397660819,
0.868821292776,0.131178707224,
0.732876712329,0.267123287671,
0.847107438017,0.152892561983,
0.897849462366,0.102150537634,
0.345070422535,0.654929577465,
0.5,0.5,
0.778996865204,0.221003134796,
0.845707656613,0.154292343387,
0.601796407186,0.398203592814,
0.0031847133758,0.996815286624,
0.00322580645161,0.996774193548,
0.90404040404,0.0959595959596,
0.0801526717557,0.919847328244,
0.107287449393,0.892712550607,
0.0714285714286,0.928571428571,
0.00387596899225,0.996124031008,
0.907643312102,0.0923566878981,
0.863636363636,0.136363636364,
0.116045845272,0.883954154728,
0.617647058824,0.382352941176,
0.847826086957,0.152173913043,
0.480392156863,0.519607843137,
0.777372262774,0.222627737226,
0.404761904762,0.595238095238,
0.92774566474,0.0722543352601,
0.186567164179,0.813432835821,
0.995145631068,0.00485436893204,
0.0510204081633,0.948979591837,
0.0234899328859,0.976510067114,
0.0333333333333,0.966666666667,
0.676470588235,0.323529411765,
0.186868686869,0.813131313131,
0.210144927536,0.789855072464,
0.5,0.5,
0.0389221556886,0.961077844311,
0.1,0.9,
0.995798319328,0.00420168067227,
0.201986754967,0.798013245033,
0.230569948187,0.769430051813,
0.993150684932,0.00684931506849,
0.143564356436,0.856435643564,
0.00943396226415,0.990566037736,
0.0333333333333,0.966666666667,
0.0398773006135,0.960122699387,
0.838624338624,0.161375661376,
0.868421052632,0.131578947368,
0.093984962406,0.906015037594,
0.92735042735,0.0726495726496,
0.264705882353,0.735294117647,
0.0541125541126,0.945887445887,
0.765193370166,0.234806629834,
0.905405405405,0.0945945945946,
0.996598639456,0.00340136054422,
0.987804878049,0.0121951219512,
0.247252747253,0.752747252747,
0.433884297521,0.566115702479,
0.859249329759,0.140750670241,
