Cluster0,Cluster1
0.482905982906,0.517094017094,
0.00847457627119,0.991525423729,
0.297427652733,0.702572347267,
0.0206611570248,0.979338842975,
0.004,0.996,
0.82,0.18,
0.00420168067227,0.995798319328,
0.822580645161,0.177419354839,
0.97191011236,0.0280898876404,
0.919847328244,0.0801526717557,
0.997142857143,0.00285714285714,
0.932234432234,0.0677655677656,
0.961883408072,0.0381165919283,
0.5,0.5,
0.595238095238,0.404761904762,
0.99765258216,0.00234741784038,
0.997326203209,0.00267379679144,
0.968965517241,0.0310344827586,
0.004,0.996,
0.00909090909091,0.990909090909,
0.837142857143,0.162857142857,
0.996296296296,0.0037037037037,
0.0135135135135,0.986486486486,
0.143192488263,0.856807511737,
0.0116279069767,0.988372093023,
0.0668789808917,0.933121019108,
0.995867768595,0.00413223140496,
0.993506493506,0.00649350649351,
0.0510204081633,0.948979591837,
0.00282485875706,0.997175141243,
0.00282485875706,0.997175141243,
0.991228070175,0.00877192982456,
0.00746268656716,0.992537313433,
0.993827160494,0.00617283950617,
0.994117647059,0.00588235294118,
0.995867768595,0.00413223140496,
0.00574712643678,0.994252873563,
0.00704225352113,0.992957746479,
0.00943396226415,0.990566037736,
0.244,0.756,
0.0037037037037,0.996296296296,
0.0151515151515,0.984848484848,
0.926229508197,0.0737704918033,
0.992957746479,0.00704225352113,
0.995652173913,0.00434782608696,
0.993506493506,0.00649350649351,
0.00574712643678,0.994252873563,
0.644329896907,0.355670103093,
0.377697841727,0.622302158273,
0.80303030303,0.19696969697,
0.0302013422819,0.969798657718,
0.0611814345992,0.938818565401,
0.740506329114,0.259493670886,
0.704359673025,0.295640326975,
0.996932515337,0.00306748466258,
0.126506024096,0.873493975904,
0.932835820896,0.0671641791045,
0.252212389381,0.747787610619,
0.0789473684211,0.921052631579,
0.0217391304348,0.978260869565,
0.366666666667,0.633333333333,
0.183544303797,0.816455696203,
0.0521472392638,0.947852760736,
0.242857142857,0.757142857143,
0.0866666666667,0.913333333333,
0.00344827586207,0.996551724138,
0.616279069767,0.383720930233,
